ID,merchant-name,merchant-description,physical-address,street-name,city,zip-code,latitude,longitude,country,state,vintage,price,bottle-size,format,volume,link
93,"Total Wine & More, Towson Beltway","Wine, beer and spirits retailer. ex. sales tax","8727 Loch Raven Boulevard, Towson, MD 21286", Towson, Towson,21286,39.398978,-76.563544,USA,MD,2012,119.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4114978&wine_name_id_F=85261&merchant_id_F=1260&price_F=87.3954&page_no_F=1&line_no_F=8&ebp_price_F=43.694057&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
94,Martin's Liquors,"Friendly staff and a wide selection of wine, beer, and spirits. ex. sales tax","3601 Route 38, Mt Laurel, NJ 08054", Mt Laurel, Mt Laurel,8054,39.967036,-74.919522,USA,NJ,2012,63.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115151&wine_name_id_F=85261&merchant_id_F=14568&price_F=46.60748&page_no_F=1&line_no_F=9&ebp_price_F=46.60748&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
95,Wine Barrel Plus,Wine retailer. ex. sales tax,"30303 Plymouth Road, Livonia, MI 48150", Livonia, Livonia,48150,42.36867,-83.342578,USA,MI,2012,69.56,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4114969&wine_name_id_F=85261&merchant_id_F=508&price_F=50.66442&page_no_F=1&line_no_F=10&ebp_price_F=50.66442&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
96,Colony House Liquor,Retailer and tasting room. ex. sales tax,"22523 Pacific Coast Highway Malibu, CA 90265", CA 90265,22523 Pacific Coast Highway Malibu,90265,34.039872,-118.665537,USA,CA,2012,79.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=15616750&wine_name_id_F=85261&merchant_id_F=150087&price_F=58.26117&page_no_F=1&line_no_F=11&ebp_price_F=58.26117&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2012&Xlocation=USA&Xcurrencycode=USD
97,Wide World of Wines,"A boutique wine merchant conveniently offers a wide selection of wines, from every-day to the once-in-a-lifetime, sourced from wine-producing regions in the world. ex. sales tax","2201 Wisconsin Avenue, Washington, DC 20007", Washington, Washington,20007,38.919457,-77.070189,USA,DC,2011,59.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115013&wine_name_id_F=85261&merchant_id_F=2581&price_F=43.694057&page_no_F=1&line_no_F=1&ebp_price_F=43.694057&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2011&Xlocation=USA&Xcurrencycode=USD
98,The Wine Specialist,Wine merchant. ex. sales tax,"1133 20th Street NW, Washington, DC 20036", Washington, Washington,20036,38.904953,-77.044493,USA,DC,2010,683.9,Case of 12 Btls,Case of 12 Btls,,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116245&wine_name_id_F=85261&merchant_id_F=252&price_F=498.12244&page_no_F=1&line_no_F=1&ebp_price_F=41.50899&bot_size_F=Case+of+12+Btls&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2010&Xlocation=USA&Xcurrencycode=USD
99,The Wine Specialist,Wine merchant. ex. sales tax,"1133 20th Street NW, Washington, DC 20036", Washington, Washington,20036,38.904953,-77.044493,USA,DC,2010,56.99,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116244&wine_name_id_F=85261&merchant_id_F=252&price_F=41.50899&page_no_F=1&line_no_F=2&ebp_price_F=41.50899&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2010&Xlocation=USA&Xcurrencycode=USD
100,Armand's Cellar,Wine merchant. ex. sales tax,"31149 Via Colinas, Westlake Village, CA 91362", Westlake Village, Westlake Village,91362,34.154073,-118.80419,USA,CA,2010,39.99,Half Bottle (375ml),Half Bottle ,375ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=20382393&wine_name_id_F=85261&merchant_id_F=141957&price_F=29.126944&page_no_F=1&line_no_F=3&ebp_price_F=58.253887&bot_size_F=Half+Bottle+%28375ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2010&Xlocation=USA&Xcurrencycode=USD
101,Armand's Cellar,Wine merchant. ex. sales tax,"31149 Via Colinas, Westlake Village, CA 91362", Westlake Village, Westlake Village,91362,34.154073,-118.80419,USA,CA,2010,300.0,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=20382396&wine_name_id_F=85261&merchant_id_F=141957&price_F=218.5067&page_no_F=1&line_no_F=4&ebp_price_F=109.25335&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2010&Xlocation=USA&Xcurrencycode=USD
102,Wine Time Now,Wine merchant. ex. sales tax,"1932 S Telegraph Road, Bloomfield Hills, MI 48302", Bloomfield Hills, Bloomfield Hills,48302,42.610858,-83.303879,USA,MI,2009,52.66,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115286&wine_name_id_F=85261&merchant_id_F=2871&price_F=38.35521&page_no_F=1&line_no_F=1&ebp_price_F=38.35521&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2009&Xlocation=USA&Xcurrencycode=USD
103,Armand's Cellar,Wine merchant. ex. sales tax,"31149 Via Colinas, Westlake Village, CA 91362", Westlake Village, Westlake Village,91362,34.154073,-118.80419,USA,CA,2008,600.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=20382395&wine_name_id_F=85261&merchant_id_F=141957&price_F=437.0134&page_no_F=1&line_no_F=1&ebp_price_F=437.0134&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2008&Xlocation=USA&Xcurrencycode=USD
104,Vinfolio,Fine wine and services to wine collectors and enthusiasts. Worldwide shipping. ex. sales tax,"500 Devlin Road, Suite 102, Napa, CA 94558", Suite 102, Napa,94558,38.221299,-122.260183,USA,CA,2007,59.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115523&wine_name_id_F=85261&merchant_id_F=5824&price_F=42.972984&page_no_F=1&line_no_F=1&ebp_price_F=42.972984&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2007&Xlocation=USA&Xcurrencycode=USD
105,Castle Wine & Spirits,Wine merchant. ex. sales tax,"1439 Post Road East, Westport, CT 06880", Westport, Westport,6880,41.138796,-73.314297,USA,CT,2006,117.98,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115203&wine_name_id_F=85261&merchant_id_F=14851&price_F=85.931404&page_no_F=1&line_no_F=1&ebp_price_F=42.965702&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2006&Xlocation=USA&Xcurrencycode=USD
106,Courtier,Online merchant. ex. sales tax,"2266 Central Street #3, Richmond, CA 94801", Richmond, Richmond,94801,37.964864,-122.372197,USA,CA,2005,45.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=17118870&wine_name_id_F=85261&merchant_id_F=77445&price_F=32.776005&page_no_F=1&line_no_F=1&ebp_price_F=32.776005&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2005&Xlocation=USA&Xcurrencycode=USD
107,1 West Dupont Circle Wines & Liquors,Wine retailer. ex. sales tax,"2012 P St NW. Washington, D.C. 20036", D.C. 20036, Washington,20036,38.909431,-77.045484,USA,DC,2005,159.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115085&wine_name_id_F=85261&merchant_id_F=70487&price_F=116.529625&page_no_F=1&line_no_F=2&ebp_price_F=58.268456&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2005&Xlocation=USA&Xcurrencycode=USD
108,Naples Fine Wine,Wine merchant. ex. sales tax,"6210 Shirley St. #110 Naples, FL 34109", FL 34109, #110 Naples,34109,26.221644,-81.780812,USA,FL,2004,55.0,Bottle (750ml),Bottle ,750ml,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4115292&wine_name_id_F=85261&merchant_id_F=52463&price_F=40.059563&page_no_F=1&line_no_F=1&ebp_price_F=40.059563&bot_size_F=Bottle+%28750ml%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2004&Xlocation=USA&Xcurrencycode=USD
109,Plucky Wines,Featuring an extensive wine collection. ex. sales tax,"359 Hwy 202/206 South, Bedminster, NJ 07921", Bedminster, Bedminster,7921,40.649737,-74.643211,USA,NJ,2004,89.99,Magnum (1.5L),Magnum ,1.5L,https://www.wine-searcher.com/redirect?from_type_F=A&from_page_F=1462&wine_id_F=4116205&wine_name_id_F=85261&merchant_id_F=14292&price_F=65.54472&page_no_F=1&line_no_F=2&ebp_price_F=32.768723&bot_size_F=Magnum+%281.5L%29&design_F=&offer_type_F=R&tax_status_F=ex.+sales+tax&Xwinename=duckhorn+vineyard+napa+merlot&Xvintage_F=2004&Xlocation=USA&Xcurrencycode=USD
